DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit
1199,159000.0,Meadowlands,Sunspire,742.0,11105.0,sqft
1200,124100.0,Meadowlands,Emberfall,784.0,9316.0,sqft
1201,205000.0,Meadowlands,Nighthaven,1238.0,10603.0,sqft
1202,191000.0,Meadowlands,Sunspire,1380.0,9316.0,sqft
1203,190000.0,Meadowlands,Emberfall,2015.0,18890.0,sqft
1204,172500.0,Meadowlands,Dreamweaver,967.0,3922.0,sqft
1205,97500.0,Meadowlands,Dragonspire,672.0,7200.0,sqft
1206,128000.0,GnomeBurough,Stormwatch,1047.0,6155.0,sqft
1207,114000.0,Meadowlands,Petalbridge,891.0,7506.0,sqft
1208,104900.0,Meadowlands,Dragonspire,1336.0,12513.0,sqft
1209,350000.0,Meadowlands,Glimmerwood,,10437.0,sqft
1210,170000.0,AetherIsles,Wyverncliff,1219.0,2645.0,sqft
1211,230000.0,Meadowlands,Nighthaven,1759.0,13774.0,sqft
1212,139000.0,GnomeBurough,Petalbridge,1204.0,6000.0,sqft
1213,745000.0,Meadowlands,Glimmerwood,3443.0,15623.0,sqft
1214,250000.0,Meadowlands,Nighthaven,2041.0,11029.0,sqft
1215,284000.0,Meadowlands,Silverglen,1253.0,10655.0,sqft
1215,284000.0,Meadowlands,Silverglen,1253.0,10655.0,sqft
1216,134000.0,Meadowlands,Crystalhollow,830.0,9187.0,sqft
1217,179900.0,Meadowlands,Sunspire,949.0,11049.0,sqft
1218,205950.0,AetherIsles,Wyverncliff,1280.0,8125.0,sqft
1219,160500.0,Meadowlands,Shadowmere,1075.0,7200.0,sqft
1220,100000.0,GnomeBurough,Starfall,759.0,1680.0,sqft
1221,180400.0,Meadowlands,Duskwood,1126.0,8402.0,sqft
1222,115000.0,Meadowlands,Dragonspire,664.0,975.4815,sqm
1223,255900.0,Meadowlands,Sunspire,1761.0,11250.0,sqft
1224,137000.0,GnomeBurough,Petalbridge,1383.0,9639.0,sqft
1225,255000.0,AetherIsles,Wyverncliff,1378.0,8640.0,sqft
1226,115000.0,GnomeBurough,Mystvale,1166.0,8500.0,sqft
1227,145000.0,Meadowlands,Brightforge,1024.0,7175.0,sqft
1228,217000.0,Meadowlands,Thornfield,1737.0,21000.0,sqft
1229,168165.0,Meadowlands,Duskwood,1121.0,13204.0,sqft
1230,301500.0,Meadowlands,Glimmerwood,1528.0,14303.0,sqft
1231,126000.0,GnomeBurough,Mystvale,706.0,7000.0,sqft
1232,124000.0,Meadowlands,Dragonspire,716.0,8280.0,sqft
1233,135000.0,Meadowlands,Emberfall,977.0,21286.0,sqft
1234,99900.0,Meadowlands,Petalbridge,609.0,5470.0,sqft
1235,171000.0,Meadowlands,Brightforge,1203.0,8400.0,sqft
1236,159900.0,GnomeBurough,Petalbridge,,12900.0,sqft
1237,145000.0,Meadowlands,Nighthaven,967.0,11040.0,sqft
1238,157000.0,Meadowlands,Stormhold,825.0,5500.0,sqft
1239,180500.0,Meadowlands,Dragonspire,886.0,14112.0,sqft
1240,555000.0,Meadowlands,Silverglen,1847.0,15431.0,sqft
1241,136000.0,Meadowlands,Dragonspire,830.0,9464.0,sqft
1241,136000.0,Meadowlands,Dragonspire,830.0,9464.0,sqft
1242,236500.0,Meadowlands,Thornfield,,26073.0,sqft
1243,236000.0,Meadowlands,Duskwood,1735.0,8795.0,sqft
1244,173733.0,AetherIsles,Wyverncliff,941.0,278.709,sqm
1245,127000.0,Meadowlands,Stormwatch,963.0,7438.0,sqft
1246,195500.0,Meadowlands,Duskwood,1233.0,9535.0,sqft
1247,102000.0,Meadowlands,Stormhold,1170.0,6000.0,sqft
1248,310000.0,Meadowlands,Glimmerwood,1938.0,14541.0,sqft
1249,160000.0,GnomeBurough,Petalbridge,,8400.0,sqft
1250,58500.0,Meadowlands,Shadowmere,664.0,8212.0,sqft
1251,133000.0,GnomeBurough,Stormwatch,1209.0,6120.0,sqft
1252,141000.0,Meadowlands,Dragonspire,719.0,8760.0,sqft
1253,129500.0,GnomeBurough,Wolfsbane,1134.0,2665.0,sqft
1254,120000.0,Meadowlands,Shadowmere,809.0,12180.0,sqft
1255,139900.0,GnomeBurough,Petalbridge,1098.0,6451.0,sqft
1256,125000.0,Meadowlands,Shadowmere,793.0,8250.0,sqft
1257,181000.0,Meadowlands,Brightforge,1143.0,7441.0,sqft
1258,180500.0,Meadowlands,Dragonspire,1096.0,10175.0,sqft
1259,148000.0,Meadowlands,Emberfall,875.0,15312.0,sqft
1260,277000.0,Meadowlands,Windwhisper,1649.0,159000.0,sqft
1261,89900.0,Meadowlands,Petalbridge,,10122.0,sqft
1262,151500.0,Meadowlands,Dragonspire,736.0,12772.0,sqft
1263,129500.0,Meadowlands,Emberfall,759.0,9100.0,sqft
1264,162000.0,Meadowlands,Dragonspire,989.0,9830.0,sqft
1265,88250.0,GnomeBurough,Wolfsbane,839.0,1900.0,sqft
1266,275500.0,Meadowlands,Silverglen,,10240.0,sqft
1267,196000.0,Meadowlands,Crystalhollow,1205.0,9819.0,sqft
1268,320000.0,Meadowlands,Ravenstone,1507.0,13618.0,sqft
1269,120000.0,GnomeBurough,Petalbridge,909.0,6000.0,sqft
1270,145100.0,Meadowlands,Dragonspire,993.0,10500.0,sqft
1271,162500.0,GnomeBurough,Oakenshade,916.0,3907.0,sqft
1272,98600.0,Meadowlands,Dragonspire,949.0,8500.0,sqft
1273,213000.0,Meadowlands,Duskwood,1527.0,8396.0,sqft
1274,210400.0,AetherIsles,Wyverncliff,1026.0,9000.0,sqft
1275,312500.0,AetherIsles,Wyverncliff,1816.0,8413.0,sqft
1276,359100.0,Meadowlands,Thornfield,2456.0,12168.0,sqft
1277,275000.0,Meadowlands,Silverglen,1464.0,10927.0,sqft
1278,181755.0,Meadowlands,Duskwood,1150.0,15810.0,sqft
1279,200000.0,Meadowlands,Dragonspire,2026.0,1081.669629,sqm
1280,119900.0,Meadowlands,Emberfall,667.0,8425.0,sqft
1281,132500.0,Meadowlands,Dragonspire,915.0,7728.0,sqft
1282,147500.0,Meadowlands,Shadowmere,966.0,9937.0,sqft
1283,155000.0,Meadowlands,Shadowmere,841.0,10452.0,sqft
1284,119916.0,Meadowlands,Emberfall,664.0,6360.0,sqft
1285,237500.0,Meadowlands,Dragonspire,1628.0,12925.0,sqft
1286,260000.0,AetherIsles,Wyverncliff,1144.0,4835.0,sqft
1287,177000.0,Meadowlands,Shadowmere,1043.0,11512.0,sqft
1288,120500.0,Meadowlands,Dragonspire,664.0,9000.0,sqft
1289,64500.0,Meadowlands,Stormwatch,,5000.0,sqft
1290,290000.0,Meadowlands,Glimmerwood,1923.0,11929.0,sqft
1291,240000.0,Meadowlands,Sunspire,1613.0,9375.0,sqft
1292,125000.0,Meadowlands,Petalbridge,829.0,10230.0,sqft
1293,175000.0,Meadowlands,Emberfall,1126.0,12886.0,sqft
1294,137000.0,Meadowlands,Stormwatch,1272.0,4960.0,sqft
1295,157000.0,GnomeBurough,Petalbridge,1355.0,7200.0,sqft
1296,180000.0,Meadowlands,Windwhisper,759.0,21453.0,sqft
1297,252000.0,Meadowlands,Wyverncliff,1510.0,12447.0,sqft
1298,207500.0,Meadowlands,Riverbend,1607.0,5062.0,sqft
1299,146000.0,Meadowlands,Cloudrest,1190.0,2308.0,sqft
1300,187750.0,AetherIsles,Wyverncliff,1000.0,7200.0,sqft
1301,221000.0,AetherIsles,Wyverncliff,1206.0,7180.0,sqft
1302,105500.0,Meadowlands,Dragonspire,639.0,7227.0,sqft
1303,99900.0,Meadowlands,Shadowmere,664.0,4060.0,sqft
1304,262500.0,AetherIsles,Wyverncliff,1204.0,9000.0,sqft
1305,180000.0,Meadowlands,Brightforge,998.0,11200.0,sqft
1306,140000.0,Meadowlands,Dragonspire,690.0,8400.0,sqft
1307,255000.0,Meadowlands,Wyverncliff,1258.0,13501.0,sqft
1308,338500.0,Meadowlands,Silverglen,1608.0,923.641626,sqm
1309,88000.0,Meadowlands,Dragonspire,659.0,8125.0,sqft
1310,196000.0,Meadowlands,Crystalhollow,1289.0,33983.0,sqft
1311,125000.0,Meadowlands,Dragonspire,,10950.0,sqft
1312,260000.0,Meadowlands,Wyverncliff,1183.0,8847.0,sqft
1313,225000.0,Meadowlands,Duskwood,1333.0,12394.0,sqft
1314,255000.0,Meadowlands,Mossheart,1816.0,12000.0,sqft
1315,84500.0,GnomeBurough,Wolfsbane,484.0,1936.0,sqft
1316,362500.0,Meadowlands,Glimmerwood,1806.0,13143.0,sqft
1317,138000.0,Meadowlands,Stormwatch,879.0,7111.0,sqft
1318,137000.0,GnomeBurough,Petalbridge,1483.0,9142.0,sqft
1319,130000.0,GnomeBurough,Petalbridge,1012.0,5500.0,sqft
1320,214000.0,Meadowlands,Sunspire,1221.0,10264.0,sqft
1321,135000.0,Meadowlands,Nighthaven,1273.0,9246.0,sqft
1322,154000.0,Meadowlands,Emberfall,815.0,8246.0,sqft
1323,120000.0,Meadowlands,Dragonspire,701.0,7535.0,sqft
1324,185000.0,Meadowlands,Duskwood,1487.0,11900.0,sqft
1325,107500.0,Meadowlands,Shadowmere,,7000.0,sqft
1326,309000.0,Meadowlands,Silverglen,1886.0,13418.0,sqft
1327,154500.0,Meadowlands,Emberfall,821.0,8414.0,sqft
1328,157500.0,Meadowlands,Sunspire,1067.0,8340.0,sqft
1329,222000.0,Meadowlands,Duskwood,1719.0,13006.0,sqft
1330,143000.0,Meadowlands,Crystalhollow,789.0,8410.0,sqft
1331,249000.0,Meadowlands,Wyverncliff,1158.0,8251.0,sqft
1332,163500.0,Meadowlands,Dragonspire,1274.0,12155.0,sqft
1333,245350.0,Meadowlands,Sunspire,1303.0,10475.0,sqft
1334,138800.0,Meadowlands,Dragonspire,843.0,15870.0,sqft
1335,135960.0,Meadowlands,Dragonspire,725.0,-7032.0,sqft
1336,117500.0,GnomeBurough,Petalbridge,1699.0,9900.0,sqft
1337,103500.0,GnomeBurough,Petalbridge,1495.0,10307.0,sqft
1338,137500.0,GnomeBurough,Shadowmere,1314.0,2522.0,sqft
1339,179900.0,Meadowlands,Dragonspire,973.0,9350.0,sqft
1340,245.7,Meadowlands,Silverglen,1241.0,0.09926,sqft
1341,156000.0,Meadowlands,Duskwood,1099.0,7750.0,sqft
1342,175500.0,Meadowlands,Nighthaven,955.0,9600.0,sqft
1343,161900.0,Meadowlands,Stormhold,1476.0,7804.0,sqft
1344,184000.0,Meadowlands,Duskwood,1119.0,10928.0,sqft
1345,180500.0,Meadowlands,Ravenstone,1009.0,6718.0,sqft
1346,137500.0,Meadowlands,Crystalhollow,683.0,12395.0,sqft
1347,144152.0,AetherIsles,Wyverncliff,923.0,3180.0,sqft
1348,67500.0,CitadelQuarter,Brightforge,778.0,9800.0,sqft
1349,87500.0,GnomeBurough,Petalbridge,1161.0,9600.0,sqft
1350,200825.0,AetherIsles,Wyverncliff,1319.0,8125.0,sqft
1351,383000.0,Meadowlands,Silverglen,1499.0,14418.0,sqft
1352,159000.0,Meadowlands,Dragonspire,1333.0,9786.0,sqft
1353,250000.0,AetherIsles,Wyverncliff,1532.0,9375.0,sqft
1354,147000.0,Meadowlands,Emberfall,811.0,1180.982936,sqm
1355,175000.0,Meadowlands,Dragonspire,1300.0,9900.0,sqft
1356,235000.0,Meadowlands,Shadowmere,1545.0,19950.0,sqft
1357,166800.0,Meadowlands,Dragonspire,1207.0,13200.0,sqft
1358,123600.0,Meadowlands,Sunspire,761.0,8070.0,sqft
1359,75190.0,GnomeBurough,Wolfsbane,,1890.0,sqft
1360,274900.0,Meadowlands,Silverglen,1317.0,9591.0,sqft
1361,204000.0,Meadowlands,Sunspire,1154.0,10335.0,sqft
1362,286000.0,Meadowlands,Riverbend,1225.0,4923.0,sqft
1363,236500.0,Meadowlands,Sunspire,1375.0,11838.0,sqft
1364,93000.0,GnomeBurough,Petalbridge,1066.0,6000.0,sqft
1365,445000.0,Meadowlands,Silverglen,1886.0,15274.0,sqft
1366,180500.0,Meadowlands,Mossheart,1922.0,9600.0,sqft
1367,446261.0,Meadowlands,Silverglen,2086.0,14948.0,sqft
1368,165000.0,Meadowlands,Mossheart,929.0,11250.0,sqft
1369,336860.0,Meadowlands,silverglen,1435.0,10110.0,sqft
1370,185000.0,Meadowlands,Dragonspire,1107.0,9840.0,sqft
1371,111900.0,Meadowlands,Dragonspire,719.0,10295.0,sqft
1372,373000.0,Meadowlands,Mossheart,1920.0,17778.0,sqft
1372,373000.0,Meadowlands,Mossheart,1920.0,17778.0,sqft
1373,113.5,Meadowlands,Emberfall,809.0,0.11625,sqft
1374,145500.0,Meadowlands,Dragonspire,809.0,10007.0,sqft
1375,168675.0,Meadowlands,Sunspire,1146.0,8333.0,sqft
1376,145000.0,Meadowlands,Emberfall,763.0,10265.0,sqft
1377,315750.0,Meadowlands,Glimmerwood,1844.0,11787.0,sqft
1378,127000.0,Meadowlands,Shadowmere,883.0,10682.0,sqft
1379,394432.0,Meadowlands,Riverbend,,11394.0,sqft
1380,195800.0,Meadowlands,Sunspire,,8400.0,sqft
1381,195500.0,Meadowlands,Duskwood,1226.0,10125.0,sqft
1382,124000.0,GnomeBurough,Petalbridge,1346.0,9000.0,sqft
1383,172500.0,Meadowlands,Ravenstone,1109.0,9802.0,sqft
1384,151000.0,AetherIsles,Wyverncliff,,3180.0,sqft
1385,128500.0,GnomeBurough,Petalbridge,1063.0,12358.0,sqft
1386,133500.0,Meadowlands,Emberfall,711.0,8638.0,sqft
1387,127000.0,GnomeBurough,Stormwatch,988.0,8635.0,sqft
1388,271000.0,Meadowlands,Glimmerwood,1636.0,10944.0,sqft
1389,102000.0,Meadowlands,Dragonspire,952.0,7200.0,sqft
1390,425000.0,Meadowlands,Ravenstone,1521.0,12633.0,sqft
1391,206300.0,GnomeBurough,Crystalhollow,1033.0,7060.0,sqft
1392,45000.0,GnomeBurough,Petalbridge,,5925.0,sqft
1393,60000.0,GnomeBurough,Stormwatch,615.0,6120.0,sqft
1394,150000.0,Meadowlands,Stormhold,1993.0,10890.0,sqft
1395,370000.0,Meadowlands,Silverglen,2069.0,16451.0,sqft
1396,221000.0,Meadowlands,Sunspire,1149.0,12803.0,sqft
1397,119500.0,Meadowlands,Crystalhollow,709.0,6951.0,sqft
1398,200000.0,Meadowlands,Windwhisper,1298.0,12798.0,sqft
1399,119000.0,Meadowlands,Dragonspire,963.0,9600.0,sqft
1400,152000.0,GnomeBurough,Petalbridge,1243.0,5400.0,sqft
1401,159500.0,Meadowlands,Dragonspire,1215.0,10032.0,sqft
1402,85500.0,GnomeBurough,Wolfsbane,839.0,1890.0,sqft
1403,165000.0,Meadowlands,Emberfall,784.0,14149.0,sqft
1404,147000.0,Meadowlands,Cloudrest,1190.0,2364.0,sqft
1405,125500.0,Meadowlands,Emberfall,693.0,6173.0,sqft
1406,119000.0,GnomeBurough,Mystvale,923.0,8155.0,sqft
1407,118000.0,Meadowlands,Shadowmere,536.0,9405.0,sqft
1408,160000.0,Meadowlands,Dragonspire,1018.0,8658.0,sqft
1409,221500.0,Meadowlands,Wyverncliff,1226.0,8987.0,sqft
1410,209000.0,AetherIsles,Wyverncliff,1271.0,8127.0,sqft
1411,149500.0,Meadowlands,Dragonspire,759.0,9240.0,sqft
1412,207000.0,Meadowlands,Sunspire,1069.0,8810.0,sqft
1413,144800.0,Meadowlands,Thornfield,855.0,9100.0,sqft
1414,338931.0,Meadowlands,Silverglen,1961.0,13440.0,sqft
1415,283463.0,Meadowlands,Ravenstone,1366.0,15306.0,sqft
1416,110000.0,Meadowlands,Dragonspire,659.0,7340.0,sqft
1417,160000.0,Meadowlands,Petalbridge,1856.0,10800.0,sqft
1418,193000.0,Meadowlands,Brightforge,1243.0,8012.0,sqft
1419,134432.0,Meadowlands,Windwhisper,1221.0,17120.0,sqft
1420,192350.0,Meadowlands,Nighthaven,1040.0,10400.0,sqft
1421,97000.0,GnomeBurough,Wolfsbane,1033.0,1533.0,sqft
1422,164900.0,GnomeBurough,Stormwatch,1286.0,6000.0,sqft
1423,197900.0,Meadowlands,Nighthaven,1488.0,12384.0,sqft
1424,112000.0,Meadowlands,Stormhold,990.0,6191.0,sqft
1425,243500.0,Meadowlands,Nighthaven,1919.0,10791.0,sqft
1426,135500.0,GnomeBurough,Petalbridge,738.0,6000.0,sqft
1427,184500.0,Meadowlands,Nighthaven,1442.0,10530.0,sqft
1428,160000.0,Meadowlands,Dreamweaver,880.0,3203.0,sqft
1429,113000.0,GnomeBurough,Stormwatch,779.0,5000.0,sqft
1430,210000.0,Meadowlands,Thornfield,1385.0,14210.0,sqft
1431,152000.0,AetherIsles,Wyverncliff,950.0,2544.0,sqft
1432,144000.0,CitadelQuarter,Brightforge,1553.0,8400.0,sqft
1433,84500.0,Meadowlands,Crystalhollow,876.0,17217.0,sqft
1434,451950.0,Meadowlands,Silverglen,1766.0,13478.0,sqft
1435,232500.0,Meadowlands,Ravenstone,1107.0,11202.0,sqft
1436,213490.0,Meadowlands,Dreamweaver,1158.0,3013.0,sqft
1437,173000.0,Meadowlands,Silverglen,1080.0,3480.0,sqft
1438,89500.0,GnomeBurough,Petalbridge,786.0,4480.0,sqft
1439,287000.0,Meadowlands,Sunspire,1740.0,9240.0,sqft
1440,67000.0,GnomeBurough,Mystvale,828.0,8967.0,sqft
1441,183000.0,Meadowlands,Duskwood,1256.0,11184.0,sqft
1442,501837.0,Meadowlands,Riverbend,1718.0,17423.0,sqft
1443,137900.0,Meadowlands,Dragonspire,1643.0,10680.0,sqft
1444,146000.0,AetherIsles,Wyverncliff,1070.0,3604.0,sqft
1445,264966.0,Meadowlands,Ravenstone,1369.0,12852.0,sqft
1446,125200.0,Meadowlands,Shadowmere,843.0,6305.0,sqft
1447,147900.0,Meadowlands,Sunspire,843.0,16561.0,sqft
1448,128000.0,Meadowlands,Emberfall,820.0,9600.0,sqft
1449,133000.0,Meadowlands,Dragonspire,1213.0,9490.0,sqft
1450,124500.0,Meadowlands,Dragonspire,678.0,13008.0,sqft
1451,140200.0,Meadowlands,Stormwatch,1213.0,6435.0,sqft
1452,165600.0,Meadowlands,Duskwood,,7685.0,sqft
1453,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft
1454,168500.0,Meadowlands,Duskwood,1133.0,8530.0,sqft
1455,125000.0,Meadowlands,Shadowmere,837.0,7440.0,sqft
1456,108480.0,Meadowlands,Petalbridge,825.0,5400.0,sqft
1457,230000.0,AetherIsles,Wyverncliff,1147.0,8000.0,sqft
1458,83500.0,GnomeBurough,Wolfsbane,839.0,1974.0,sqft
1459,224900.0,Meadowlands,Sunspire,1277.0,12137.0,sqft
1460,197600.0,Meadowlands,Dragonspire,1893.0,9724.0,sqft
1461,230000.0,GnomeBurough,Thornfield,1267.0,3843.0,sqft
1462,290000.0,Meadowlands,Glimmerwood,2063.0,9205.0,sqft
1463,106500.0,Meadowlands,Dragonspire,678.0,8339.0,sqft
1464,169000.0,Meadowlands,Emberfall,1149.0,15410.0,sqft
1465,262280.0,Meadowlands,Brightforge,1791.0,11839.0,sqft
1466,187500.0,Meadowlands,Windwhisper,1605.0,12205.0,sqft
1467,110000.0,Meadowlands,Dragonspire,1366.0,11475.0,sqft
1468,156500.0,Meadowlands,Dragonspire,1136.0,8400.0,sqft
1469,212000.0,Meadowlands,Riverbend,,5118.0,sqft
1470,257500.0,Meadowlands,Duskwood,1541.0,12891.0,sqft
1471,149700.0,GnomeBurough,Petalbridge,950.0,7407.0,sqft
1472,154900.0,Meadowlands,Thornfield,1033.0,7681.0,sqft
1473,109500.0,Meadowlands,Dragonspire,634.0,7200.0,sqft
1474,149900.0,Meadowlands,Sunspire,757.0,8385.0,sqft
1475,216000.0,Meadowlands,Shadowmere,1019.0,17541.0,sqft
1476,135000.0,Meadowlands,Thornfield,1123.0,7155.0,sqft
1477,184000.0,CitadelQuarter,Dragonspire,1028.0,5858.0,sqft
1478,227000.0,Meadowlands,Dragonspire,1529.0,14670.0,sqft
1479,119000.0,Meadowlands,Dragonspire,759.0,13587.0,sqft
1480,212500.0,Meadowlands,Nighthaven,1454.0,18837.0,sqft
1481,178900.0,Meadowlands,Duskwood,1141.0,10237.0,sqft
1482,299800.0,Meadowlands,Nighthaven,2088.0,8963.0,sqft
1483,85500.0,GnomeBurough,Wolfsbane,839.0,1504.0,sqft
1484,300000.0,Meadowlands,Glimmerwood,1718.0,9545.0,sqft
1485,157500.0,Meadowlands,Emberfall,843.0,13014.0,sqft
1486,225000.0,Meadowlands,Sunspire,1241.0,9316.0,sqft
1487,102900.0,Meadowlands,Dragonspire,930.0,9533.0,sqft
1488,116050.0,Meadowlands,Dragonspire,664.0,868.921759,sqm
1489,204750.0,Meadowlands,Sunspire,1373.0,9337.0,sqft
1490,131000.0,Meadowlands,Stormhold,1126.0,10164.0,sqft
1491,70000.0,GnomeBurough,Mystvale,686.0,5160.0,sqft
1492,323262.0,Meadowlands,Sunspire,1292.0,10933.0,sqft
1493,76000.0,GnomeBurough,Wolfsbane,839.0,1476.0,sqft
1494,146000.0,Meadowlands,Dragonspire,884.0,7000.0,sqft
1495,170000.0,Meadowlands,Sunspire,1073.0,11069.0,sqft
1496,200500.0,Meadowlands,Sunspire,1293.0,8750.0,sqft
1497,135000.0,GnomeBurough,Petalbridge,1068.0,3378.0,sqft
1498,185000.0,Meadowlands,Duskwood,1162.0,11207.0,sqft
1499,125000.0,Meadowlands,Shadowmere,895.0,10880.0,sqft
1500,208900.0,AetherIsles,Wyverncliff,1039.0,4230.0,sqft
1501,176000.0,Meadowlands,Dragonspire,1022.0,12285.0,sqft
1502,155000.0,Meadowlands,Silverglen,1250.0,2448.0,sqft
1503,125000.0,GnomeBurough,Emberfall,1329.0,9100.0,sqft
1504,105000.0,GnomeBurough,Wolfsbane,,1974.0,sqft
1505,225000.0,GnomeBurough,Dreamweaver,1190.0,3072.0,sqft
1506,121500.0,Meadowlands,Shadowmere,825.0,9571.0,sqft
1507,319900.0,Meadowlands,Silverglen,1347.0,7658.0,sqft
1508,257500.0,Meadowlands,Wyverncliff,1275.0,10206.0,sqft
1509,228500.0,Meadowlands,Brightforge,1401.0,23920.0,sqft
1510,112000.0,Meadowlands,Crystalhollow,640.0,8780.0,sqft
1511,179900.0,GnomeBurough,Petalbridge,1495.0,9928.0,sqft
1512,127000.0,Meadowlands,Dragonspire,711.0,8540.0,sqft
1513,143750.0,GnomeBurough,Sunspire,652.0,4435.0,sqft
1514,314813.0,Meadowlands,Silverglen,1406.0,11694.0,sqft
1515,145500.0,GnomeBurough,Shadowmere,824.0,3675.0,sqft
1516,156500.0,GnomeBurough,Petalbridge,1089.0,9600.0,sqft
1517,217500.0,Meadowlands,Sunspire,1416.0,8826.0,sqft
1518,92000.0,Meadowlands,Shadowmere,,7822.0,sqft
1519,281000.0,Meadowlands,Silverglen,1515.0,11065.0,sqft
1520,122500.0,GnomeBurough,Petalbridge,1761.0,11340.0,sqft
1521,240000.0,Meadowlands,Sunspire,1789.0,10905.0,sqft
1522,64000.0,GnomeBurough,Petalbridge,516.0,4800.0,sqft
1523,164500.0,Meadowlands,Emberfall,1015.0,11777.0,sqft
1524,419005.0,Meadowlands,Wyverncliff,1512.0,12291.0,sqft
1525,412083.0,Meadowlands,Silverglen,1991.0,16387.0,sqft
1526,120000.0,Meadowlands,Dragonspire,803.0,7400.0,sqft
1527,275000.0,Meadowlands,Wyverncliff,1304.0,11194.0,sqft
1528,128000.0,Meadowlands,Dragonspire,817.0,9920.0,sqft
1529,159950.0,Meadowlands,Dragonspire,835.0,13400.0,sqft
1530,109900.0,Meadowlands,Dragonspire,799.0,7200.0,sqft
1531,226750.0,Meadowlands,Duskwood,1455.0,8220.0,sqft
1532,189000.0,Meadowlands,Duskwood,1252.0,8400.0,sqft
1533,197000.0,AetherIsles,Wyverncliff,959.0,3316.0,sqft
1534,179900.0,Meadowlands,Nighthaven,1193.0,11475.0,sqft
1535,145000.0,Meadowlands,Stormhold,1136.0,6292.0,sqft
1536,492000.0,Meadowlands,Silverglen,2043.0,13641.0,sqft
1537,240000.0,Meadowlands,Sunspire,,10000.0,sqft
1538,198900.0,Meadowlands,Sunspire,943.0,10402.0,sqft
1539,112000.0,Meadowlands,Petalbridge,1007.0,7000.0,sqft
1540,135000.0,Meadowlands,Dragonspire,775.0,9723.0,sqft
1541,201800.0,Meadowlands,Dragonspire,1399.0,13700.0,sqft
1542,135000.0,Meadowlands,Shadowmere,866.0,6500.0,sqft
1543,128000.0,Meadowlands,Shadowmere,901.0,9525.0,sqft
1544,175900.0,Meadowlands,Sunspire,976.0,7242.0,sqft
1545,93500.0,GnomeBurough,Petalbridge,959.0,5976.0,sqft
1546,220000.0,Meadowlands,Brightforge,,9317.0,sqft
1547,67000.0,Meadowlands,Shadowmere,664.0,8248.0,sqft
1548,376162.0,Meadowlands,Silverglen,1795.0,12858.0,sqft
1549,211000.0,Meadowlands,Duskwood,1498.0,7875.0,sqft
1550,177000.0,CitadelQuarter,Dragonspire,1028.0,10943.0,sqft
1551,170000.0,Meadowlands,Crystalhollow,1068.0,10010.0,sqft
1552,227000.0,Meadowlands,Sunspire,1209.0,9808.0,sqft
1553,170000.0,AetherIsles,Wyverncliff,1079.0,2160.0,sqft
1554,372500.0,Meadowlands,Glimmerwood,2143.0,11025.0,sqft
1555,181000.0,CitadelQuarter,Dragonspire,1028.0,4060.0,sqft
1556,159000.0,Meadowlands,Dragonspire,1064.0,13300.0,sqft
1557,139000.0,GnomeBurough,Petalbridge,1270.0,10800.0,sqft
1558,290000.0,Meadowlands,Glimmerwood,1943.0,10120.0,sqft
1559,78000.0,GnomeBurough,Petalbridge,691.0,6756.0,sqft
1560,129900.0,Meadowlands,Dragonspire,664.0,9100.0,sqft
1561,163000.0,Meadowlands,Sunspire,1198.0,14330.0,sqft
1562,75200.0,GnomeBurough,Mystvale,627.0,3672.0,sqft
1563,135000.0,Meadowlands,Dragonspire,844.0,7390.0,sqft
1564,188000.0,Meadowlands,Thornfield,1349.0,7810.0,sqft
1565,138000.0,Meadowlands,Thornfield,,9650.0,sqft
1566,145000.0,Meadowlands,Dragonspire,1329.0,11072.0,sqft
1567,122900.0,Meadowlands,Dragonspire,710.0,8064.0,sqft
1568,113000.0,Meadowlands,Shadowmere,516.0,9340.0,sqft
1569,113000.0,GnomeBurough,Petalbridge,,4456.0,sqft
1570,320000.0,Meadowlands,Silverglen,1449.0,7390.0,sqft
1571,139500.0,Meadowlands,Sunspire,786.0,14217.0,sqft
1572,129000.0,GnomeBurough,Petalbridge,1126.0,-9900.0,sqft
1573,168000.0,Meadowlands,Stormhold,1095.0,7290.0,sqft
1574,228500.0,Meadowlands,Sunspire,1668.0,9375.0,sqft
1575,192000.0,Meadowlands,Dragonspire,1073.0,9760.0,sqft
1576,147000.0,GnomeBurough,Mystvale,1033.0,10690.0,sqft
1577,177500.0,Meadowlands,Dragonspire,1646.0,8970.0,sqft
1578,134500.0,Meadowlands,Emberfall,725.0,8398.0,sqft
1579,265000.0,Meadowlands,Glimmerwood,1803.0,10208.0,sqft
1580,164500.0,Meadowlands,Nighthaven,1026.0,10140.0,sqft
1581,216837.0,Meadowlands,Sunspire,1412.0,9100.0,sqft
1582,272000.0,Meadowlands,Sunspire,1231.0,11423.0,sqft
1583,293077.0,Meadowlands,Ravenstone,1266.0,9520.0,sqft
1584,321000.0,Meadowlands,Glimmerwood,1918.0,10236.0,sqft
1585,134000.0,Meadowlands,Emberfall,931.0,8250.0,sqft
1586,190000.0,Meadowlands,Nighthaven,1210.0,18800.0,sqft
1587,52500.0,GnomeBurough,Petalbridge,533.0,4118.0,sqft
1588,145500.0,Meadowlands,Dragonspire,793.0,7626.0,sqft
1589,98000.0,GnomeBurough,Wolfsbane,839.0,1477.0,sqft
