DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,AffordableDwelling,Craftsmanship,EraConstructed
911,128250.0,GnomeBurough,Stormwatch,1103.0,805.8406219999999,sqm,6,Common,1,5,1220
912,160000.0,CitadelQuarter,Stormhold,1483.0,657.939046,sqm,8,Common,1,5,1100
913,119900.0,Meadowlands,Shadowmere,904.0,1498.804099,sqm,4,Common,1,5,1245
914,301000.0,AetherIsles,Wyverncliff,1575.0,744.15303,sqm,5,Gleaming,0,8,1795
915,394617.0,Meadowlands,Silverglen,1486.0,1156.084932,sqm,5,Enchanting,0,8,1600
916,202500.0,Meadowlands,Silverglen,1053.0,598.481126,sqm,5,Gleaming,0,8,1797
917,145000.0,Meadowlands,Emberfall,799.0,694.542828,sqm,7,Common,1,5,1316
918,582933.0,Meadowlands,Silverglen,2170.0,1290.515573,sqm,5,Enchanting,0,9,1624
919,308030.0,Meadowlands,Shadowmere,1159.0,1624.408955,sqm,5,Gleaming,1,7,1608
920,315000.0,Meadowlands,Thornfield,1819.0,1634.814091,sqm,9,Gleaming,0,7,1274
921,246500.0,Meadowlands,Sunspire,1269.0,950.862205,sqm,5,Gleaming,0,8,1693
923,318000.0,Meadowlands,Silverglen,1303.0,1117.62309,sqm,5,Enchanting,0,8,1744
924,132000.0,Meadowlands,Dragonspire,747.0,743.224,sqm,6,Common,1,6,1041
925,209000.0,Meadowlands,Brightforge,1968.0,1126.727584,sqm,4,Gleaming,1,6,1454
926,185900.0,Meadowlands,Dragonspire,1203.0,817.5464,sqm,7,Common,1,6,1384
927,95000.0,Meadowlands,Stormhold,706.0,557.510903,sqm,5,Common,1,6,1151
928,170000.0,Meadowlands,Duskwood,1056.0,876.446902,sqm,5,Gleaming,1,7,1654
929,119000.0,Meadowlands,Dragonspire,1218.0,828.416051,sqm,5,Common,1,5,1303
930,117000.0,Meadowlands,Shadowmere,1233.0,1021.747194,sqm,5,Common,1,5,1187
931,136500.0,Meadowlands,Shadowmere,1138.0,1031.2233,sqm,6,Common,1,5,1233
932,177000.0,AetherIsles,Wyverncliff,1173.0,196.675651,sqm,5,Gleaming,0,6,1624
933,154000.0,Meadowlands,Dragonspire,958.0,696.7725,sqm,7,Common,1,5,1337
934,127500.0,GnomeBurough,Petalbridge,996.0,557.418,sqm,6,Common,1,6,1098
935,155000.0,AetherIsles,Wyverncliff,1089.0,238.946516,sqm,5,Gleaming,0,7,1554
936,153000.0,Meadowlands,Emberfall,795.0,715.631809,sqm,8,Common,1,6,1492
938,80500.0,GnomeBurough,Stormwatch,701.0,579.7147199999999,sqm,5,Common,1,4,1092
940,163000.0,Meadowlands,Nighthaven,1027.0,891.8688,sqm,5,Common,1,5,1256
941,234000.0,Meadowlands,Dreamweaver,1197.0,296.917988,sqm,5,Gleaming,1,7,1796
942,275000.0,Meadowlands,Mossheart,1549.0,1456.347428,sqm,8,Gleaming,0,8,1522
943,105000.0,Meadowlands,Shadowmere,967.0,841.70118,sqm,5,Common,1,6,1105
944,179000.0,Meadowlands,Duskwood,1384.0,754.651069,sqm,5,Common,1,6,1697
945,136500.0,Meadowlands,Dragonspire,807.0,990.253077,sqm,6,Common,1,5,1382
947,221500.0,Meadowlands,Sunspire,1241.0,1041.44263,sqm,5,Gleaming,0,7,1737
948,193000.0,Meadowlands,Sunspire,1046.0,894.377181,sqm,5,Gleaming,0,7,1698
949,135000.0,GnomeBurough,Petalbridge,903.0,836.127,sqm,8,Common,1,5,1158
950,111750.0,GnomeBurough,Starfall,1001.0,156.07704,sqm,5,Common,1,5,1395
951,185088.0,Meadowlands,Duskwood,1333.0,796.829031,sqm,5,Gleaming,1,7,1609
953,181000.0,Meadowlands,Dreamweaver,1156.0,295.617346,sqm,5,Gleaming,1,7,1632
954,240000.0,Meadowlands,Crystalhollow,1315.0,1125.798554,sqm,5,Gleaming,1,7,1629
955,187500.0,Meadowlands,Nighthaven,1132.0,1311.325845,sqm,5,Common,1,7,1466
956,199500.0,Meadowlands,Duskwood,1018.0,1718.148082,sqm,5,Gleaming,1,6,1699
957,187687.0,Meadowlands,Dreamweaver,958.0,344.67013,sqm,5,Gleaming,1,7,1749
958,140000.0,GnomeBurough,Petalbridge,719.0,668.9016,sqm,5,Common,1,5,1587
959,259000.0,Meadowlands,Silverglen,1401.0,1311.976166,sqm,5,Gleaming,0,8,1687
960,124500.0,GnomeBurough,Petalbridge,1044.0,334.4508,sqm,7,Common,1,5,1013
961,125000.0,Meadowlands,Shadowmere,1139.0,1487.562836,sqm,4,Common,1,4,1312
962,161500.0,Meadowlands,Nighthaven,1032.0,909.52037,sqm,5,Common,1,6,1366
963,124000.0,Meadowlands,Dragonspire,826.0,692.12735,sqm,5,Common,1,5,1274
964,135000.0,Meadowlands,Dragonspire,806.0,943.151256,sqm,5,Common,1,5,1270
965,124400.0,Meadowlands,Dragonspire,808.0,906.640377,sqm,5,Common,1,5,1221
966,176485.0,Meadowlands,Duskwood,1001.0,835.476679,sqm,5,Gleaming,1,7,1757
967,103000.0,Meadowlands,Dragonspire,941.0,1012.549797,sqm,5,Common,1,4,1350
969,174000.0,Meadowlands,Nighthaven,1018.0,835.290873,sqm,6,Common,1,7,1453
970,261329.0,AetherIsles,Wyverncliff,1218.0,969.90732,sqm,5,Enchanting,0,8,1606
971,345474.0,Meadowlands,Silverglen,1632.0,1331.578699,sqm,5,Gleaming,0,8,1744
972,134500.0,Meadowlands,Crystalhollow,649.0,613.1598,sqm,6,Common,1,5,1428
973,194000.0,Meadowlands,Sunspire,953.0,794.878068,sqm,5,Gleaming,0,7,1628
974,260116.0,Meadowlands,Silverglen,1655.0,1547.671077,sqm,5,Gleaming,0,8,1762
975,143000.0,Meadowlands,Dragonspire,807.0,790.60453,sqm,7,Common,1,5,1353
976,125500.0,GnomeBurough,Petalbridge,1048.0,719.06922,sqm,7,Common,1,4,1131
977,230000.0,Meadowlands,Sunspire,1415.0,1153.85526,sqm,5,Gleaming,0,7,1672
978,142000.0,Meadowlands,Dragonspire,887.0,1073.587068,sqm,9,Common,1,5,1350
979,153900.0,GnomeBurough,Petalbridge,1089.0,1176.616495,sqm,8,Common,1,5,1057
980,320000.0,Meadowlands,Duskwood,1893.0,1800.274334,sqm,5,Gleaming,1,7,1797
981,125000.0,Meadowlands,Emberfall,687.0,659.053882,sqm,5,Common,1,5,1375
982,253000.0,Meadowlands,Wyverncliff,1516.0,898.836525,sqm,5,Gleaming,0,7,1665
983,279500.0,Meadowlands,Sunspire,1149.0,989.602756,sqm,5,Gleaming,0,7,1796
984,116000.0,Meadowlands,Emberfall,699.0,785.03035,sqm,6,Common,1,5,1337
985,146500.0,Meadowlands,Crystalhollow,1270.0,1099.599908,sqm,5,Common,1,5,1240
986,186500.0,AetherIsles,Wyverncliff,1194.0,754.836875,sqm,5,Gleaming,0,7,1710
987,158450.0,Meadowlands,Emberfall,1116.0,1043.765205,sqm,5,Common,1,5,1265
988,319900.0,Meadowlands,Riverbend,1239.0,746.475605,sqm,5,Gleaming,0,9,1663
989,384500.0,Meadowlands,Glimmerwood,1962.0,1132.580473,sqm,5,Gleaming,0,8,1547
990,222500.0,Meadowlands,Duskwood,1565.0,883.043015,sqm,5,Gleaming,1,7,1770
991,285000.0,AetherIsles,Wyverncliff,1007.0,421.593814,sqm,5,Gleaming,0,9,1600
992,82000.0,Meadowlands,Shadowmere,886.0,561.13412,sqm,5,Common,1,4,1323
993,145000.0,GnomeBurough,Petalbridge,1263.0,916.302289,sqm,6,Common,1,6,1106
994,141000.0,GnomeBurough,Mystvale,934.0,650.321,sqm,7,Common,1,6,1129
995,152000.0,Meadowlands,Dragonspire,955.0,734.212409,sqm,5,Common,1,5,1262
997,122000.0,Meadowlands,Emberfall,692.0,912.214557,sqm,5,Common,1,5,1355
998,165000.0,Meadowlands,Emberfall,1364.0,1430.7062,sqm,5,Common,1,5,1299
999,144000.0,Meadowlands,Emberfall,701.0,1204.766104,sqm,6,Common,1,5,1323
1001,143000.0,GnomeBurough,Petalbridge,1036.0,539.301915,sqm,7,Common,1,5,1244
1002,180000.0,Meadowlands,Ravenstone,966.0,1696.873295,sqm,5,Gleaming,0,6,1507
1003,184900.0,Meadowlands,Brightforge,923.0,936.740949,sqm,5,Gleaming,1,7,1603
1004,119500.0,GnomeBurough,Emberfall,1272.0,829.345081,sqm,6,Common,1,6,1529
1005,153000.0,Meadowlands,Dragonspire,1169.0,891.8688,sqm,6,Common,1,6,1248
1006,217000.0,Meadowlands,Sunspire,1348.0,1147.537856,sqm,5,Gleaming,0,7,1437
1007,170000.0,Meadowlands,Duskwood,1099.0,925.964201,sqm,5,Common,1,7,1673
1008,164900.0,Meadowlands,Dragonspire,1048.0,1352.574777,sqm,7,Gleaming,1,5,1314
1009,100000.0,Meadowlands,Shadowmere,627.0,824.699931,sqm,6,Common,1,4,1080
1010,126000.0,Meadowlands,Emberfall,756.0,864.741124,sqm,5,Common,1,5,1247
1011,76500.0,GnomeBurough,Petalbridge,1735.0,840.307635,sqm,3,Common,1,5,1072
1013,215000.0,Meadowlands,Nighthaven,1232.0,1545.441405,sqm,7,Gleaming,1,6,1491
1014,552000.0,Meadowlands,Silverglen,1916.0,1378.308908,sqm,5,Enchanting,0,10,1721
1015,191000.0,Meadowlands,Sunspire,1301.0,867.435311,sqm,5,Common,1,7,1591
1016,208900.0,Meadowlands,Sunspire,1148.0,1219.351875,sqm,5,Common,1,6,1442
1018,189900.0,Meadowlands,Duskwood,1253.0,1284.84849,sqm,5,Common,1,5,1570
1019,157500.0,Meadowlands,Dragonspire,1136.0,1635.0928,sqm,5,Common,1,6,1308
1020,100000.0,GnomeBurough,Stormwatch,1000.0,642.052633,sqm,5,Common,1,5,1176
1021,105000.0,GnomeBurough,Stormwatch,673.0,568.56636,sqm,7,Common,1,5,1131
1022,149900.0,Meadowlands,Cloudrest,1119.0,211.81884,sqm,6,Common,1,6,1466
1023,239000.0,Meadowlands,Riverbend,1359.0,492.943318,sqm,7,Gleaming,0,7,1504
1024,213000.0,Meadowlands,Nighthaven,1246.0,870.779819,sqm,7,Common,1,5,1455
1025,325300.0,Meadowlands,Silverglen,1827.0,1320.616145,sqm,5,Gleaming,0,8,1742
1026,12789.0,GnomeBurough,Petalbridge,639.0,897.071368,sqm,2,Common,1,2,1107
1028,180000.0,Meadowlands,Duskwood,1318.0,802.4032109999999,sqm,5,Common,1,6,1537
1029,155000.0,Meadowlands,Cloudrest,1190.0,214.420124,sqm,6,Common,1,6,1464
1030,147000.0,Meadowlands,Wyverncliff,1380.0,927.729358,sqm,5,Gleaming,0,8,1791
1031,117000.0,GnomeBurough,Petalbridge,933.0,527.68904,sqm,3,Common,1,5,1184
1032,201000.0,Meadowlands,Sunspire,1147.0,1037.354898,sqm,5,Gleaming,0,7,1751
1033,149000.0,Meadowlands,Crystalhollow,679.0,712.473107,sqm,6,Common,1,5,1437
1034,100000.0,Meadowlands,Stormhold,1281.0,914.072617,sqm,2,Common,1,5,1074
1035,315500.0,Meadowlands,Ravenstone,1246.0,1198.262894,sqm,5,Gleaming,0,9,1716
1036,281500.0,Meadowlands,Silverglen,1398.0,1167.604904,sqm,5,Gleaming,0,8,1626
1037,155000.0,Meadowlands,Dragonspire,976.0,736.813693,sqm,6,Common,1,5,1341
1038,83000.0,GnomeBurough,Starfall,759.0,181.439559,sqm,5,Common,1,6,1369
1039,167500.0,Meadowlands,Stormwatch,1553.0,1060.394842,sqm,8,Common,1,7,1070
1040,220000.0,Meadowlands,Brightforge,1632.0,1067.641276,sqm,5,Gleaming,1,7,1413
1041,228000.0,Meadowlands,Ravenstone,1313.0,1548.600107,sqm,6,Gleaming,0,8,1400
1042,325000.0,Meadowlands,Glimmerwood,2016.0,1138.619168,sqm,5,Gleaming,0,8,1559
1043,118000.0,GnomeBurough,Starfall,936.0,156.07704,sqm,7,Common,1,6,1292
1044,157000.0,Meadowlands,Thornfield,1027.0,1463.22225,sqm,5,Common,1,5,1313
1045,164700.0,AetherIsles,Wyverncliff,961.0,394.930653,sqm,5,Gleaming,0,7,1719
1046,260000.0,Meadowlands,Glimmerwood,1859.0,1491.929277,sqm,5,Gleaming,0,8,1489
1047,127000.0,Meadowlands,Emberfall,799.0,640.751991,sqm,8,Common,1,5,1367
1048,150909.0,GnomeBurough,Mystvale,1406.0,841.70118,sqm,6,Common,1,5,1042
1049,153000.0,Meadowlands,Dragonspire,1004.0,809.370936,sqm,7,Common,1,5,1271
1050,230348.0,AetherIsles,Wyverncliff,936.0,696.7725,sqm,5,Gleaming,0,7,1795
1052,135000.0,GnomeBurough,Mystvale,1281.0,479.37948,sqm,6,Common,1,6,1022
1053,136500.0,Meadowlands,Sunspire,664.0,650.321,sqm,8,Gleaming,0,5,1439
1055,119500.0,GnomeBurough,Wolfsbane,726.0,222.409782,sqm,6,Common,1,5,1200
1056,167000.0,Meadowlands,Dragonspire,982.0,987.373084,sqm,5,Common,1,7,1349
1057,106500.0,GnomeBurough,Wolfsbane,763.0,142.420299,sqm,5,Common,1,4,1370
1059,126500.0,Meadowlands,Dragonspire,819.0,826.093476,sqm,5,Common,1,5,1314
1060,109000.0,Meadowlands,Stormwatch,627.0,1084.363816,sqm,5,Common,1,5,1041
1061,156000.0,Meadowlands,Dragonspire,789.0,736.72079,sqm,8,Common,1,6,1288
1062,135000.0,Meadowlands,Dragonspire,1149.0,749.169792,sqm,7,Common,1,6,1137
1063,270000.0,AetherIsles,Wyverncliff,1506.0,836.127,sqm,5,Gleaming,0,8,1782
1064,177000.0,Meadowlands,Duskwood,1130.0,1288.471707,sqm,6,Common,1,6,1575
1065,92000.0,GnomeBurough,Wolfsbane,484.0,142.420299,sqm,7,Common,1,5,1231
1066,123000.0,Meadowlands,Shadowmere,839.0,912.771975,sqm,5,Common,1,5,1351
1067,199000.0,Meadowlands,Wyverncliff,1156.0,1015.987208,sqm,5,Gleaming,0,8,1681
1068,129000.0,Meadowlands,Emberfall,702.0,780.3851999999999,sqm,5,Common,1,6,1247
1069,172000.0,Meadowlands,Dragonspire,1269.0,937.39127,sqm,5,Common,1,7,1219
1070,258000.0,Meadowlands,Duskwood,1825.0,1080.554793,sqm,5,Gleaming,1,8,1640
1071,85000.0,Meadowlands,Shadowmere,612.0,815.409631,sqm,7,Common,1,5,1059
1072,122000.0,Meadowlands,Shadowmere,998.0,762.919436,sqm,6,Common,1,5,1020
1073,138000.0,Meadowlands,Crystalhollow,627.0,613.1598,sqm,8,Common,1,5,1406
1074,100000.0,Meadowlands,Stormhold,1070.0,919.7397,sqm,4,Modest,1,5,1199
1075,155000.0,Meadowlands,Dragonspire,1414.0,715.3531,sqm,5,Common,1,6,1232
1076,93000.0,GnomeBurough,Stormwatch,878.0,557.418,sqm,5,Common,1,5,1003
1077,88000.0,GnomeBurough,Wolfsbane,839.0,205.965951,sqm,4,Common,1,4,1220
1078,415298.0,Meadowlands,Silverglen,1631.0,1342.44835,sqm,5,Enchanting,0,9,1714
1081,119900.0,Meadowlands,Shadowmere,1290.0,1015.058178,sqm,5,Common,1,5,1245
1082,132000.0,Meadowlands,Dragonspire,1049.0,780.3851999999999,sqm,5,Common,1,5,1289
1083,112500.0,Meadowlands,Dragonspire,756.0,593.65017,sqm,7,Common,1,6,1247
1084,370967.0,Meadowlands,Silverglen,1384.0,764.777496,sqm,5,Enchanting,0,9,1630
1085,185000.0,AetherIsles,Wyverncliff,970.0,668.9016,sqm,5,Gleaming,0,6,1652
1086,591587.0,Meadowlands,Riverbend,1798.0,4828.540522,sqm,5,Enchanting,0,9,1754
1087,342643.0,Meadowlands,Silverglen,1996.0,1510.509877,sqm,5,Common,1,9,1731
1088,129500.0,Meadowlands,Crystalhollow,590.0,672.989332,sqm,7,Common,1,5,1349
1089,118500.0,Meadowlands,Emberfall,791.0,737.928529,sqm,5,Common,1,4,1309
1090,169000.0,Meadowlands,Nighthaven,847.0,972.136992,sqm,6,Common,1,6,1454
1091,150000.0,Meadowlands,Shadowmere,1107.0,716.375033,sqm,3,Common,1,4,1551
1092,330000.0,Meadowlands,Glimmerwood,1952.0,840.214732,sqm,5,Gleaming,0,8,1412
1093,170000.0,Meadowlands,Duskwood,1285.0,1211.548023,sqm,5,Common,1,6,1414
1094,91900.0,Meadowlands,Shadowmere,603.0,643.910693,sqm,5,Common,1,4,1242
1095,147000.0,GnomeBurough,Petalbridge,863.0,1114.836,sqm,7,Common,1,5,1012
1096,336820.0,Meadowlands,Wyverncliff,1284.0,1413.797854,sqm,5,Gleaming,0,8,1771
1097,140000.0,GnomeBurough,Crystalhollow,719.0,623.37913,sqm,5,Common,1,6,1523
1098,292500.0,Meadowlands,Nighthaven,2184.0,1162.309433,sqm,7,Gleaming,1,7,1561
1100,78000.0,GnomeBurough,Mystvale,916.0,594.765006,sqm,5,Common,1,5,1105
1101,93850.0,GnomeBurough,Mystvale,590.0,584.452773,sqm,6,Gleaming,1,6,1140
1102,126000.0,Meadowlands,Dragonspire,1199.0,805.283204,sqm,5,Common,1,5,1221
1103,440000.0,Meadowlands,Silverglen,1519.0,1391.408231,sqm,5,Gleaming,0,8,1741
1105,285000.0,Meadowlands,Sunspire,1283.0,1044.972944,sqm,5,Gleaming,0,9,1625
1106,116000.0,Meadowlands,Dragonspire,709.0,907.66231,sqm,5,Common,1,5,1258
1107,274000.0,Meadowlands,Silverglen,1167.0,1177.731331,sqm,5,Enchanting,0,8,1651
1109,375000.0,GnomeBurough,Thornfield,1249.0,517.283904,sqm,5,Gleaming,1,8,1643
1110,172000.0,Meadowlands,Crystalhollow,1513.0,1028.900725,sqm,4,Common,1,5,1353
1111,205000.0,Meadowlands,Sunspire,1185.0,1273.142712,sqm,5,Gleaming,0,7,1728
1112,130000.0,GnomeBurough,Petalbridge,824.0,668.9016,sqm,8,Common,1,5,1116
1113,179400.0,Meadowlands,Sunspire,1135.0,756.694935,sqm,5,Gleaming,0,7,1604
1114,127000.0,Meadowlands,Dragonspire,851.0,747.86915,sqm,6,Common,1,5,1260
1116,165000.0,Meadowlands,Dragonspire,1100.0,850.06245,sqm,5,Common,1,6,1274
1117,207000.0,GnomeBurough,Silverglen,1044.0,761.618794,sqm,5,Gleaming,1,7,1698
1118,324000.0,Meadowlands,Mossheart,1322.0,1007.625938,sqm,5,Gleaming,0,8,1554
1119,130000.0,Meadowlands,Shadowmere,1253.0,2108.154876,sqm,5,Common,1,5,1282
1120,165250.0,Meadowlands,Emberfall,1001.0,646.60488,sqm,8,Common,1,7,1065
1121,143500.0,Meadowlands,Emberfall,988.0,761.525891,sqm,5,Common,1,6,1454
1122,178000.0,Meadowlands,Ravenstone,1146.0,722.506631,sqm,5,Gleaming,0,6,1464
1123,235000.0,Meadowlands,Sunspire,1402.0,1132.673376,sqm,5,Gleaming,0,7,1795
1124,190000.0,AetherIsles,Wyverncliff,1292.0,326.554045,sqm,5,Gleaming,0,7,1740
1125,181000.0,Meadowlands,Brightforge,1276.0,1107.40376,sqm,5,Gleaming,1,7,1775
1126,85000.0,GnomeBurough,Petalbridge,786.0,668.9016,sqm,4,Common,1,5,1131
1127,153000.0,Meadowlands,Dragonspire,864.0,943.151256,sqm,6,Common,1,6,1366
1128,334000.0,Meadowlands,Glimmerwood,2173.0,1024.255575,sqm,5,Gleaming,0,8,1580
1129,185000.0,GnomeBurough,Petalbridge,1887.0,1254.1905,sqm,8,Common,1,7,887
1130,183500.0,Meadowlands,Crystalhollow,999.0,1128.77145,sqm,6,Common,1,6,1547
1131,129000.0,GnomeBurough,Petalbridge,1256.0,1100.993453,sqm,7,Common,1,5,1087
1132,138000.0,Meadowlands,Dragonspire,1015.0,749.169792,sqm,6,Common,1,6,1080
1134,222000.0,AetherIsles,Wyverncliff,1327.0,355.81849,sqm,5,Gleaming,0,6,1687
1135,310013.0,AetherIsles,Wyverncliff,1446.0,1134.995951,sqm,5,Gleaming,0,8,1764
1136,184000.0,Meadowlands,Nighthaven,1313.0,1030.108464,sqm,5,Common,1,6,1482
1137,129900.0,Meadowlands,Dragonspire,627.0,659.6113,sqm,7,Common,1,5,1257
1138,79000.0,GnomeBurough,Petalbridge,1107.0,464.515,sqm,4,Common,1,5,1054
1139,120500.0,GnomeBurough,Mystvale,598.0,641.0307,sqm,6,Common,1,5,1079
1140,372402.0,Meadowlands,Silverglen,1315.0,1290.515573,sqm,5,Gleaming,0,8,1706
1142,113000.0,GnomeBurough,Starfall,936.0,175.58667,sqm,5,Common,1,6,1256
1143,87000.0,GnomeBurough,Stormwatch,588.0,464.515,sqm,7,Common,1,4,1021
1144,294900.0,Meadowlands,Sunspire,1223.0,1081.855435,sqm,5,Gleaming,0,8,1750
1146,99800.0,Meadowlands,Petalbridge,548.0,967.12023,sqm,8,Common,1,3,1054
1147,157500.0,Meadowlands,Dragonspire,750.0,869.57208,sqm,7,Common,1,6,1356
1148,135000.0,GnomeBurough,Petalbridge,1283.0,891.8688,sqm,6,Common,1,5,1084
1149,71000.0,GnomeBurough,Wolfsbane,839.0,175.958282,sqm,5,Common,1,4,1293
1150,134800.0,Meadowlands,Dragonspire,692.0,668.9016,sqm,7,Common,1,5,1330
1151,179900.0,Meadowlands,Brightforge,1109.0,962.196371,sqm,5,Gleaming,1,7,1561
1152,73000.0,GnomeBurough,Wolfsbane,484.0,136.56741,sqm,6,Common,1,4,1323
1153,126500.0,Meadowlands,Crystalhollow,672.0,945.009316,sqm,7,Common,1,5,1292
1154,123900.0,GnomeBurough,Oakenshade,803.0,165.553146,sqm,6,Common,1,6,1534
1155,184000.0,Meadowlands,Ravenstone,1269.0,1153.483648,sqm,5,Common,1,6,1566
1156,120500.0,Meadowlands,Dragonspire,664.0,646.60488,sqm,6,Common,1,4,1371
1157,150000.0,Meadowlands,Dragonspire,956.0,1113.721164,sqm,6,Common,1,6,1232
1158,324000.0,Meadowlands,Silverglen,1390.0,1255.491142,sqm,5,Enchanting,0,9,1650
1159,215000.0,Meadowlands,Wyverncliff,1179.0,985.886636,sqm,5,Gleaming,0,8,1786
1160,318750.0,Meadowlands,Mossheart,1303.0,1365.116682,sqm,9,Enchanting,0,8,1400
1161,109500.0,Meadowlands,Petalbridge,609.0,838.170866,sqm,8,Gleaming,1,5,1046
1163,198500.0,Meadowlands,Sunspire,1326.0,812.808347,sqm,5,Gleaming,0,7,1794
1164,395000.0,Meadowlands,Silverglen,1517.0,1321.638078,sqm,5,Gleaming,0,8,1629
1165,173000.0,Meadowlands,Windwhisper,1288.0,1417.978489,sqm,5,Common,1,5,1207
1166,270000.0,Meadowlands,Riverbend,2066.0,1217.772524,sqm,5,Gleaming,0,8,1470
1167,178000.0,Meadowlands,Duskwood,1087.0,841.329568,sqm,5,Gleaming,1,8,1769
1168,110000.0,Meadowlands,Shadowmere,836.0,771.838124,sqm,6,Common,1,4,1345
1169,202500.0,Meadowlands,Nighthaven,1246.0,1314.112935,sqm,7,Gleaming,1,7,1554
1171,140000.0,GnomeBurough,Sunspire,652.0,412.024805,sqm,5,Gleaming,1,6,1613
1172,224500.0,Meadowlands,Ravenstone,1301.0,1222.510577,sqm,5,Common,1,7,1769
1173,179000.0,Meadowlands,Brightforge,1037.0,785.03035,sqm,5,Common,1,7,1768
1174,285000.0,Meadowlands,Silverglen,1826.0,1114.743097,sqm,5,Gleaming,0,8,1717
1176,111500.0,GnomeBurough,Petalbridge,649.0,523.322599,sqm,7,Common,1,5,1019
1177,230000.0,Meadowlands,Thornfield,1166.0,1062.345805,sqm,7,Common,1,8,1044
1178,180000.0,Meadowlands,Nighthaven,1171.0,1055.470983,sqm,5,Common,1,6,1560
1179,152000.0,Meadowlands,Nighthaven,1246.0,1002.702079,sqm,5,Common,1,5,1330
1180,154000.0,Meadowlands,Silverglen,1250.0,227.426544,sqm,5,Gleaming,0,7,1694
1181,114500.0,GnomeBurough,Stormwatch,904.0,579.7147199999999,sqm,6,Common,1,6,1047
1182,156000.0,Meadowlands,Sunspire,761.0,1260.507904,sqm,5,Common,1,5,1581
1183,181000.0,Meadowlands,Duskwood,1288.0,2293.031846,sqm,5,Common,1,6,1493
1184,137000.0,Meadowlands,Emberfall,904.0,1279.27431,sqm,6,Common,1,5,1277
1185,201000.0,Meadowlands,Brightforge,1323.0,786.145186,sqm,5,Gleaming,1,6,1428
1186,143750.0,Meadowlands,Cloudrest,736.0,457.825984,sqm,6,Common,1,6,1436
1187,169500.0,Meadowlands,Dragonspire,1393.0,705.13377,sqm,5,Common,1,5,1228
1188,142953.0,Meadowlands,Brightforge,1723.0,651.993254,sqm,5,Common,1,5,1541
1189,64500.0,ArcaneMarket,Mystvale,784.0,442.311183,sqm,3,Modest,1,3,1132
1190,107000.0,GnomeBurough,Mystvale,1099.0,958.75896,sqm,5,Common,1,4,1191
1191,155000.0,GnomeBurough,Petalbridge,1618.0,585.2889,sqm,6,Common,1,7,1012
1192,63000.0,Meadowlands,Shadowmere,855.0,908.59134,sqm,3,Common,1,5,1093
1193,135000.0,Meadowlands,Dragonspire,849.0,971.207962,sqm,6,Common,1,6,1275
1194,260261.0,Meadowlands,Wyverncliff,1186.0,1099.04249,sqm,5,Gleaming,0,8,1705
1195,329900.0,Meadowlands,Silverglen,1813.0,1081.669629,sqm,5,Gleaming,0,8,1670
1196,140000.0,Meadowlands,Crystalhollow,1046.0,1243.413752,sqm,5,Common,1,5,1242
1197,206580.0,Meadowlands,Duskwood,1173.0,1015.987208,sqm,5,Gleaming,1,7,1734
1198,124900.0,ArcaneMarket,Mystvale,769.0,562.99218,sqm,9,Gleaming,1,5,1043
1199,159000.0,Meadowlands,Sunspire,742.0,1031.687815,sqm,5,Common,1,5,1484
1200,124100.0,Meadowlands,Emberfall,784.0,865.484348,sqm,5,Common,1,5,1272
1201,205000.0,Meadowlands,Nighthaven,1238.0,985.050509,sqm,7,Common,1,6,1504
1202,191000.0,Meadowlands,Sunspire,1380.0,865.484348,sqm,5,Gleaming,0,7,1607
1203,190000.0,Meadowlands,Emberfall,2015.0,1754.93767,sqm,5,Common,1,5,1456
1204,172500.0,Meadowlands,Dreamweaver,967.0,364.365566,sqm,5,Gleaming,1,7,1740
1205,97500.0,Meadowlands,Dragonspire,672.0,668.9016,sqm,4,Common,1,4,1334
1206,128000.0,GnomeBurough,Stormwatch,1047.0,571.817965,sqm,8,Common,1,6,1194
1207,114000.0,Meadowlands,Petalbridge,891.0,697.329918,sqm,8,Common,1,5,1170
1208,104900.0,Meadowlands,Dragonspire,1336.0,1162.495239,sqm,4,Common,1,4,1023
1210,170000.0,AetherIsles,Wyverncliff,1219.0,245.728435,sqm,5,Gleaming,0,8,1483
1211,230000.0,Meadowlands,Nighthaven,1759.0,1279.645922,sqm,7,Common,1,7,1530
1212,139000.0,GnomeBurough,Petalbridge,1204.0,557.418,sqm,7,Common,1,5,1139
1213,745000.0,Meadowlands,Glimmerwood,3443.0,1451.423569,sqm,5,Gleaming,0,10,1468
1214,250000.0,Meadowlands,Nighthaven,2041.0,1024.627187,sqm,7,Common,1,6,1313
1215,284000.0,Meadowlands,Silverglen,1253.0,989.881465,sqm,5,Gleaming,0,8,1723
1216,134000.0,Meadowlands,Crystalhollow,830.0,853.499861,sqm,5,Common,1,6,1527
1217,179900.0,Meadowlands,Sunspire,949.0,1026.485247,sqm,5,Gleaming,0,8,1656
1218,205950.0,AetherIsles,Wyverncliff,1280.0,754.836875,sqm,6,Gleaming,0,7,1638
1219,160500.0,Meadowlands,Shadowmere,1075.0,668.9016,sqm,7,Common,1,6,1411
1220,100000.0,GnomeBurough,Starfall,759.0,156.07704,sqm,5,Common,1,6,1314
1221,180400.0,Meadowlands,Duskwood,1126.0,780.571006,sqm,5,Common,1,6,1459
1222,115000.0,Meadowlands,Dragonspire,664.0,975.4815,sqm,5,Common,1,4,1308
